user_id,signup_date,first_asset_class,acquisition_channel
12818690,2025-03-14 00:00:00,,Organic
12702589,2025-01-31 00:00:00,gss,Referral
13243093,2025-07-14 00:00:00,,Organic
12960566,2025-04-23 00:00:00,crypto,Social Media
13323710,2025-08-12 00:00:00,,Paid Ads
12896997,2025-04-09 00:00:00,,Organic
13585795,2025-11-22 00:00:00,,Paid Ads
13521728,2025-10-29 00:00:00,,Referral
12995267,2025-05-01 00:00:00,,Organic
13018590,2025-05-07 00:00:00,,Paid Ads
12823392,2025-03-17 00:00:00,,Referral
12929234,2025-04-16 00:00:00,,Organic
13050438,2025-05-15 00:00:00,,Paid Ads
12872189,2025-04-04 00:00:00,,Paid Ads
13662210,2025-12-28 00:00:00,,Referral
12965309,2025-04-24 00:00:00,,Paid Ads
13098354,2025-05-28 00:00:00,,Organic
12786902,2025-03-01 00:00:00,,Organic
13025315,2025-05-09 00:00:00,,Organic
13650277,2025-12-23 00:00:00,,Paid Ads
13528817,2025-10-31 00:00:00,crypto,Paid Ads
13434836,2025-10-06 00:00:00,,Organic
13324603,2025-08-12 00:00:00,gold,Paid Ads
12747640,2025-02-15 00:00:00,,Paid Ads
13179005,2025-06-20 00:00:00,,Paid Ads
13323079,2025-08-11 00:00:00,,Paid Ads
13142878,2025-06-08 00:00:00,,Paid Ads
13542449,2025-11-05 00:00:00,,Organic
12759763,2025-02-20 00:00:00,gold,Paid Ads
13194213,2025-06-25 00:00:00,,Organic
12994134,2025-04-30 00:00:00,,Organic
12779972,2025-02-26 00:00:00,,Paid Ads
12664031,2025-01-12 00:00:00,,Referral
13471676,2025-10-15 00:00:00,,Organic
12731394,2025-02-09 00:00:00,,Organic
12696990,2025-01-28 00:00:00,gss,Organic
13630647,2025-12-13 00:00:00,crypto,Organic
12661677,2025-01-11 00:00:00,,Organic
13519753,2025-10-28 00:00:00,,Organic
13011946,2025-05-05 00:00:00,,Organic
13642566,2025-12-19 00:00:00,,Paid Ads
12685447,2025-01-22 00:00:00,crypto,Paid Ads
13181201,2025-06-21 00:00:00,,Organic
13376868,2025-09-12 00:00:00,,Paid Ads
13483368,2025-10-17 00:00:00,crypto,Paid Ads
13527354,2025-10-31 00:00:00,,Paid Ads
12649449,2025-01-05 00:00:00,,Influencers
13056288,2025-05-16 00:00:00,,Organic
12840363,2025-03-24 00:00:00,,Paid Ads
12673377,2025-01-17 00:00:00,,Organic
13238429,2025-07-13 00:00:00,gss,Organic
12802596,2025-03-07 00:00:00,,Organic
13524714,2025-10-30 00:00:00,,Organic
13235669,2025-07-12 00:00:00,,Paid Ads
13202774,2025-06-29 00:00:00,,Paid Ads
13254421,2025-07-17 00:00:00,,Organic
12795427,2025-03-04 00:00:00,crypto,Organic
13342173,2025-08-22 00:00:00,,Organic
13101959,2025-05-29 00:00:00,,Organic
13578464,2025-11-18 00:00:00,,Paid Ads
12924423,2025-04-15 00:00:00,,Organic
13631405,2025-12-14 00:00:00,,Paid Ads
13662048,2025-12-28 00:00:00,gold,Paid Ads
13306740,2025-08-03 00:00:00,,Paid Ads
13448437,2025-10-09 00:00:00,,Organic
12784311,2025-02-28 00:00:00,crypto,Paid Ads
12852324,2025-03-29 00:00:00,crypto,Paid Ads
12749229,2025-02-16 00:00:00,,Paid Ads
12920464,2025-04-14 00:00:00,,Organic
12802791,2025-03-07 00:00:00,,Organic
13467837,2025-10-14 00:00:00,gold,Paid Ads
12928605,2025-04-16 00:00:00,crypto,Organic
13559841,2025-11-11 00:00:00,,Paid Ads
12872583,2025-04-04 00:00:00,crypto,Paid Ads
13099883,2025-05-28 00:00:00,,Organic
13586104,2025-11-22 00:00:00,,Paid Ads
12648612,2025-01-04 00:00:00,,Social Media
13542820,2025-11-05 00:00:00,,Organic
13439706,2025-10-07 00:00:00,,Paid Ads
13219073,2025-07-05 00:00:00,,Paid Ads
13137365,2025-06-07 00:00:00,,Organic
13661534,2025-12-28 00:00:00,,Paid Ads
13641435,2025-12-19 00:00:00,crypto,Organic
13394643,2025-09-21 00:00:00,,Organic
12815898,2025-03-13 00:00:00,,Referral
13475734,2025-10-16 00:00:00,,Paid Ads
13374460,2025-09-11 00:00:00,,Organic
13388095,2025-09-18 00:00:00,,Organic
13380395,2025-09-14 00:00:00,,Organic
13402231,2025-09-25 00:00:00,crypto,Paid Ads
13351323,2025-08-27 00:00:00,gold,Paid Ads
12996423,2025-05-01 00:00:00,,Organic
12887108,2025-04-07 00:00:00,crypto,Referral
13436765,2025-10-06 00:00:00,gold,Organic
13283720,2025-07-25 00:00:00,,Paid Ads
13474560,2025-10-15 00:00:00,,Paid Ads
13188896,2025-06-23 00:00:00,,Paid Ads
13182737,2025-06-21 00:00:00,,Organic
13008542,2025-05-04 00:00:00,,Organic
13594593,2025-11-25 00:00:00,,Paid Ads
13632403,2025-12-14 00:00:00,,Organic
13491333,2025-10-20 00:00:00,,Paid Ads
13114798,2025-06-01 00:00:00,crypto,Paid Ads
13521909,2025-10-29 00:00:00,,Organic
13434692,2025-10-06 00:00:00,,Paid Ads
13402256,2025-09-25 00:00:00,,Paid Ads
13007224,2025-05-04 00:00:00,,Paid Ads
13654399,2025-12-25 00:00:00,gss,Organic
12839083,2025-03-24 00:00:00,,Organic
13604395,2025-11-30 00:00:00,,Paid Ads
13176349,2025-06-19 00:00:00,,Organic
13046458,2025-05-14 00:00:00,,Paid Ads
13259574,2025-07-18 00:00:00,crypto,Paid Ads
13227809,2025-07-09 00:00:00,,Paid Ads
12671651,2025-01-16 00:00:00,,Organic
13190309,2025-06-24 00:00:00,,Paid Ads
13628621,2025-12-12 00:00:00,,Organic
13091649,2025-05-26 00:00:00,,Paid Ads
12895033,2025-04-09 00:00:00,,Paid Ads
12777477,2025-02-25 00:00:00,,Organic
13274105,2025-07-22 00:00:00,crypto,Paid Ads
13009034,2025-05-05 00:00:00,,Paid Ads
12690087,2025-01-25 00:00:00,,Organic
13513101,2025-10-26 00:00:00,crypto,Paid Ads
13245846,2025-07-15 00:00:00,,Paid Ads
13465594,2025-10-13 00:00:00,,Paid Ads
12757695,2025-02-19 00:00:00,,Organic
13257447,2025-07-17 00:00:00,crypto,Paid Ads
13059829,2025-05-17 00:00:00,,Paid Ads
13145594,2025-06-09 00:00:00,,Organic
13110358,2025-05-31 00:00:00,crypto,Organic
12786232,2025-02-28 00:00:00,,Organic
12697282,2025-01-29 00:00:00,,Organic
13494290,2025-10-20 00:00:00,,Paid Ads
12817977,2025-03-14 00:00:00,,Paid Ads
13201691,2025-06-28 00:00:00,crypto,Paid Ads
12875434,2025-04-05 00:00:00,,Organic
13106542,2025-05-30 00:00:00,,Investment Club
13563866,2025-11-13 00:00:00,,Paid Ads
12878508,2025-04-05 00:00:00,crypto,Organic
13427946,2025-10-04 00:00:00,,Paid Ads
12932415,2025-04-17 00:00:00,,Referral
13264671,2025-07-19 00:00:00,,Paid Ads
12828611,2025-03-19 00:00:00,,Organic
12781406,2025-02-26 00:00:00,,Paid Ads
13524168,2025-10-30 00:00:00,,Paid Ads
12654947,2025-01-07 00:00:00,gold,Referral
12772029,2025-02-23 00:00:00,,Organic
13619686,2025-12-08 00:00:00,,Referral
13525973,2025-10-30 00:00:00,gss,Organic
13184440,2025-06-22 00:00:00,,Organic
13028635,2025-05-10 00:00:00,,Paid Ads
13333000,2025-08-16 00:00:00,crypto,Paid Ads
13336855,2025-08-19 00:00:00,,Paid Ads
13255547,2025-07-17 00:00:00,gss,Paid Ads
12687061,2025-01-23 00:00:00,,Paid Ads
12754418,2025-02-18 00:00:00,,Organic
13622913,2025-12-09 00:00:00,,Organic
12860005,2025-04-01 00:00:00,,Paid Ads
12679743,2025-01-20 00:00:00,,Organic
12979117,2025-04-26 00:00:00,,Organic
13236106,2025-07-12 00:00:00,,Organic
13576642,2025-11-18 00:00:00,,Organic
13058515,2025-05-17 00:00:00,,Organic
13101562,2025-05-28 00:00:00,,Paid Ads
13140322,2025-06-08 00:00:00,,Organic
12788192,2025-03-01 00:00:00,,Paid Ads
13602027,2025-11-29 00:00:00,crypto,Organic
13023265,2025-05-09 00:00:00,,Organic
13486583,2025-10-18 00:00:00,,Paid Ads
13498080,2025-10-21 00:00:00,,Paid Ads
13114682,2025-06-01 00:00:00,,Organic
13603531,2025-11-30 00:00:00,,Paid Ads
13575116,2025-11-17 00:00:00,,Organic
13658385,2025-12-26 00:00:00,,Organic
12790933,2025-03-02 00:00:00,gold,Organic
13182098,2025-06-21 00:00:00,,Organic
13009190,2025-05-05 00:00:00,crypto,Paid Ads
13237753,2025-07-12 00:00:00,,Organic
12705339,2025-02-01 00:00:00,crypto,Organic
13085358,2025-05-24 00:00:00,gold,Paid Ads
13294879,2025-07-29 00:00:00,,Organic
13296415,2025-07-29 00:00:00,,Paid Ads
13011867,2025-05-05 00:00:00,crypto,Organic
12814467,2025-03-12 00:00:00,,Paid Ads
13403836,2025-09-25 00:00:00,,Paid Ads
13537448,2025-11-03 00:00:00,,Paid Ads
13162689,2025-06-14 00:00:00,gold,Organic
13461269,2025-10-13 00:00:00,crypto,Organic
12993347,2025-04-30 00:00:00,,Paid Ads
13128007,2025-06-05 00:00:00,,Paid Ads
13582784,2025-11-20 00:00:00,,Referral
12681710,2025-01-21 00:00:00,crypto,Paid Ads
12732949,2025-02-09 00:00:00,,Organic
13172856,2025-06-18 00:00:00,,Paid Ads
12660459,2025-01-10 00:00:00,,Paid Ads
13304446,2025-08-02 00:00:00,crypto,Investment Club
12971384,2025-04-25 00:00:00,,Paid Ads
13108021,2025-05-30 00:00:00,,Organic
13598670,2025-11-28 00:00:00,,Paid Ads
13613745,2025-12-04 00:00:00,,Organic
13185912,2025-06-22 00:00:00,,Paid Ads
12918953,2025-04-14 00:00:00,,Paid Ads
12645785,2025-01-03 00:00:00,gss,Organic
13192669,2025-06-25 00:00:00,,Organic
13429533,2025-10-05 00:00:00,,Paid Ads
13360432,2025-09-01 00:00:00,gold,Investment Club
13407380,2025-09-27 00:00:00,,Direct Content
13367411,2025-09-06 00:00:00,,Organic
12755281,2025-02-18 00:00:00,,Organic
13593657,2025-11-25 00:00:00,,Paid Ads
13254906,2025-07-17 00:00:00,,Organic
12918581,2025-04-14 00:00:00,,Social Media
13282850,2025-07-25 00:00:00,,Organic
12760280,2025-02-20 00:00:00,,Referral
13148315,2025-06-10 00:00:00,,Paid Ads
13469210,2025-10-14 00:00:00,,Paid Ads
12662153,2025-01-11 00:00:00,,Organic
13506068,2025-10-24 00:00:00,,Organic
13126513,2025-06-04 00:00:00,,Referral
13292637,2025-07-28 00:00:00,crypto,Investment Club
13297606,2025-07-30 00:00:00,,Organic
12876933,2025-04-05 00:00:00,gold,Others
12825233,2025-03-18 00:00:00,,Referral
13278256,2025-07-23 00:00:00,,Paid Ads
13639350,2025-12-18 00:00:00,,Organic
13229366,2025-07-10 00:00:00,,Organic
13414192,2025-09-30 00:00:00,crypto,Organic
13029313,2025-05-10 00:00:00,,Direct Content
13581408,2025-11-20 00:00:00,,Paid Ads
12679932,2025-01-20 00:00:00,gss,Referral
13286140,2025-07-26 00:00:00,,Organic
13512273,2025-10-26 00:00:00,,Organic
13264347,2025-07-19 00:00:00,,Paid Ads
13638509,2025-12-17 00:00:00,,Organic
12754008,2025-02-18 00:00:00,,Organic
13177590,2025-06-19 00:00:00,,Paid Ads
13144676,2025-06-09 00:00:00,crypto,Referral
13192386,2025-06-25 00:00:00,,Referral
13280998,2025-07-24 00:00:00,,Paid Ads
13370775,2025-09-08 00:00:00,,Organic
13456631,2025-10-11 00:00:00,,Paid Ads
13569844,2025-11-15 00:00:00,,Organic
12976604,2025-04-26 00:00:00,,Organic
13093387,2025-05-26 00:00:00,,Paid Ads
12979183,2025-04-26 00:00:00,,Organic
13130919,2025-06-05 00:00:00,,Paid Ads
12663685,2025-01-12 00:00:00,crypto,Paid Ads
13524008,2025-10-30 00:00:00,,Organic
13644082,2025-12-20 00:00:00,,Paid Ads
13451743,2025-10-10 00:00:00,,Paid Ads
12789840,2025-03-02 00:00:00,crypto,Paid Ads
13431952,2025-10-05 00:00:00,crypto,Paid Ads
13028047,2025-05-10 00:00:00,,Paid Ads
12840793,2025-03-25 00:00:00,,Organic
13602164,2025-11-29 00:00:00,crypto,Organic
12932214,2025-04-17 00:00:00,,Paid Ads
13421791,2025-10-02 00:00:00,,Organic
13252222,2025-07-16 00:00:00,,Paid Ads
13102728,2025-05-29 00:00:00,crypto,Paid Ads
12997157,2025-05-01 00:00:00,,Organic
13073073,2025-05-22 00:00:00,crypto,Paid Ads
13261405,2025-07-18 00:00:00,,Paid Ads
12946716,2025-04-20 00:00:00,,Paid Ads
13562439,2025-11-12 00:00:00,,Organic
13171944,2025-06-17 00:00:00,,Paid Ads
13380956,2025-09-14 00:00:00,,Organic
13599281,2025-11-28 00:00:00,,Paid Ads
12826804,2025-03-18 00:00:00,crypto,Organic
12866223,2025-04-03 00:00:00,,Paid Ads
13020484,2025-05-08 00:00:00,crypto,Paid Ads
13667890,2025-12-30 00:00:00,crypto,Paid Ads
13018126,2025-05-07 00:00:00,,Paid Ads
12979698,2025-04-26 00:00:00,,Social Media
13455336,2025-10-11 00:00:00,,Paid Ads
12687626,2025-01-23 00:00:00,,Organic
12854173,2025-03-30 00:00:00,,Organic
13311431,2025-08-05 00:00:00,,Paid Ads
12791405,2025-03-03 00:00:00,,Organic
12721781,2025-02-05 00:00:00,crypto,Organic
13188365,2025-06-23 00:00:00,,Paid Ads
13454548,2025-10-11 00:00:00,,Referral
12836355,2025-03-23 00:00:00,,Paid Ads
13557687,2025-11-10 00:00:00,,Paid Ads
13527554,2025-10-31 00:00:00,,Paid Ads
12865575,2025-04-02 00:00:00,,Paid Ads
12785898,2025-02-28 00:00:00,,Paid Ads
13488604,2025-10-19 00:00:00,,Organic
13600241,2025-11-28 00:00:00,,Paid Ads
12686502,2025-01-23 00:00:00,crypto,Paid Ads
13196062,2025-06-26 00:00:00,,Paid Ads
13582403,2025-11-20 00:00:00,,Paid Ads
13651956,2025-12-24 00:00:00,,Organic
12921984,2025-04-14 00:00:00,,Organic
13162823,2025-06-14 00:00:00,,Organic
12649019,2025-01-04 00:00:00,,Paid Ads
13378323,2025-09-13 00:00:00,,Organic
13009958,2025-05-05 00:00:00,,Organic
12784449,2025-02-28 00:00:00,,Investment Club
13566468,2025-11-14 00:00:00,,Organic
13103546,2025-05-29 00:00:00,crypto,Organic
13088209,2025-05-25 00:00:00,,Organic
13489695,2025-10-19 00:00:00,,Direct Content
13448822,2025-10-09 00:00:00,,Organic
13380611,2025-09-14 00:00:00,,Organic
13049310,2025-05-14 00:00:00,,B2B
13057080,2025-05-16 00:00:00,,Organic
13207772,2025-07-01 00:00:00,,Paid Ads
13164978,2025-06-15 00:00:00,,Organic
12954903,2025-04-22 00:00:00,,Organic
13066432,2025-05-20 00:00:00,,Paid Ads
12920854,2025-04-14 00:00:00,crypto,Referral
13259618,2025-07-18 00:00:00,,Organic
13453395,2025-10-11 00:00:00,,Organic
13023735,2025-05-09 00:00:00,crypto,Paid Ads
13027960,2025-05-10 00:00:00,,Social Media
13429673,2025-10-05 00:00:00,gold,Referral
13661840,2025-12-28 00:00:00,,Organic
12796838,2025-03-05 00:00:00,,Organic
12687057,2025-01-23 00:00:00,,Organic
12917757,2025-04-13 00:00:00,,Organic
12888480,2025-04-08 00:00:00,,Organic
12887312,2025-04-07 00:00:00,,Paid Ads
12986805,2025-04-28 00:00:00,gold,Paid Ads
13269715,2025-07-21 00:00:00,,Paid Ads
13402851,2025-09-25 00:00:00,,Organic
13208747,2025-07-01 00:00:00,,Paid Ads
13314467,2025-08-07 00:00:00,,Organic
13195228,2025-06-26 00:00:00,crypto,Organic
12831875,2025-03-20 00:00:00,,Paid Ads
13536272,2025-11-02 00:00:00,,Paid Ads
13350435,2025-08-26 00:00:00,,Organic
12996019,2025-05-01 00:00:00,crypto,Referral
13048140,2025-05-14 00:00:00,,Paid Ads
12705467,2025-02-01 00:00:00,,Paid Ads
12849827,2025-03-28 00:00:00,,Organic
12810721,2025-03-11 00:00:00,,Organic
12939329,2025-04-18 00:00:00,,Organic
13348159,2025-08-25 00:00:00,,Paid Ads
13590586,2025-11-24 00:00:00,,Paid Ads
12946931,2025-04-20 00:00:00,,Paid Ads
13217106,2025-07-04 00:00:00,,Organic
13612370,2025-12-04 00:00:00,gold,Organic
13647188,2025-12-22 00:00:00,,Organic
13430813,2025-10-05 00:00:00,,Paid Ads
12771063,2025-02-23 00:00:00,,Organic
13090661,2025-05-26 00:00:00,,Organic
13373688,2025-09-10 00:00:00,,Paid Ads
13613352,2025-12-04 00:00:00,,Organic
12985496,2025-04-28 00:00:00,,Organic
13294796,2025-07-29 00:00:00,,Organic
13516380,2025-10-27 00:00:00,,Organic
13443684,2025-10-08 00:00:00,,Paid Ads
13252931,2025-07-16 00:00:00,,Organic
13133519,2025-06-06 00:00:00,,Paid Ads
12770112,2025-02-23 00:00:00,,Organic
12791181,2025-03-02 00:00:00,crypto,Organic
13222670,2025-07-07 00:00:00,crypto,Paid Ads
12773784,2025-02-23 00:00:00,,Organic
13402221,2025-09-25 00:00:00,,Organic
12843839,2025-03-26 00:00:00,,Paid Ads
13138034,2025-06-07 00:00:00,,Paid Ads
13548039,2025-11-07 00:00:00,,Paid Ads
12906373,2025-04-11 00:00:00,crypto,Organic
12879332,2025-04-06 00:00:00,,Paid Ads
13490242,2025-10-19 00:00:00,crypto,Paid Ads
13260854,2025-07-18 00:00:00,,Paid Ads
12750985,2025-02-16 00:00:00,crypto,Organic
12957455,2025-04-22 00:00:00,,Paid Ads
13087403,2025-05-25 00:00:00,,Referral
12718027,2025-02-04 00:00:00,,Paid Ads
13447175,2025-10-09 00:00:00,,Paid Ads
13445659,2025-10-09 00:00:00,crypto,Referral
13187237,2025-06-23 00:00:00,,Referral
13362931,2025-09-03 00:00:00,,Organic
13180994,2025-06-20 00:00:00,,Paid Ads
13461949,2025-10-13 00:00:00,crypto,Organic
13433719,2025-10-06 00:00:00,,Paid Ads
13414853,2025-09-30 00:00:00,,Investment Club
13194220,2025-06-25 00:00:00,crypto,Paid Ads
13428954,2025-10-04 00:00:00,,Organic
12988746,2025-04-29 00:00:00,gold,Paid Ads
13442131,2025-10-08 00:00:00,crypto,Paid Ads
13449070,2025-10-09 00:00:00,,Paid Ads
13404208,2025-09-25 00:00:00,,Organic
13036062,2025-05-12 00:00:00,,Organic
13206549,2025-06-30 00:00:00,,Organic
12703421,2025-01-31 00:00:00,,Paid Ads
13560335,2025-11-11 00:00:00,,Organic
12943546,2025-04-19 00:00:00,,Paid Ads
12819995,2025-03-15 00:00:00,,Paid Ads
12718848,2025-02-04 00:00:00,,Paid Ads
13513752,2025-10-26 00:00:00,,Paid Ads
13063521,2025-05-19 00:00:00,gold,Organic
12954806,2025-04-22 00:00:00,crypto,Paid Ads
13250849,2025-07-16 00:00:00,gold,Paid Ads
13577687,2025-11-18 00:00:00,,Paid Ads
12774234,2025-02-24 00:00:00,,Organic
13069624,2025-05-21 00:00:00,,Organic
12853821,2025-03-30 00:00:00,crypto,Paid Ads
13557999,2025-11-10 00:00:00,,Paid Ads
13278115,2025-07-23 00:00:00,,Paid Ads
13136001,2025-06-07 00:00:00,,Paid Ads
12822167,2025-03-16 00:00:00,,Organic
13262545,2025-07-19 00:00:00,,Paid Ads
13330955,2025-08-15 00:00:00,,Organic
12703530,2025-01-31 00:00:00,,Paid Ads
12768414,2025-02-22 00:00:00,,Organic
13204604,2025-06-29 00:00:00,,Organic
13016048,2025-05-07 00:00:00,,Organic
13577194,2025-11-18 00:00:00,,Social Media
13599177,2025-11-28 00:00:00,,Paid Ads
13588878,2025-11-23 00:00:00,,Paid Ads
13042444,2025-05-13 00:00:00,,Paid Ads
13293088,2025-07-28 00:00:00,crypto,Organic
13507557,2025-10-24 00:00:00,crypto,Paid Ads
13372588,2025-09-09 00:00:00,,Organic
13197531,2025-06-27 00:00:00,,Organic
13497790,2025-10-21 00:00:00,,Organic
12661707,2025-01-11 00:00:00,,Organic
12681919,2025-01-21 00:00:00,,Paid Ads
13080379,2025-05-23 00:00:00,crypto,Organic
13437661,2025-10-07 00:00:00,,Organic
13091000,2025-05-26 00:00:00,crypto,Organic
12776356,2025-02-24 00:00:00,crypto,Paid Ads
12692414,2025-01-26 00:00:00,,Organic
13579338,2025-11-19 00:00:00,,Paid Ads
12862358,2025-04-02 00:00:00,,Paid Ads
13449055,2025-10-09 00:00:00,crypto,Organic
13098983,2025-05-28 00:00:00,,Paid Ads
12903346,2025-04-10 00:00:00,,Paid Ads
13134176,2025-06-06 00:00:00,,Direct Content
12809061,2025-03-10 00:00:00,,Organic
12933910,2025-04-17 00:00:00,crypto,Referral
13298093,2025-07-30 00:00:00,,Paid Ads
13260375,2025-07-18 00:00:00,,Organic
13196519,2025-06-26 00:00:00,,Paid Ads
13523951,2025-10-30 00:00:00,,Paid Ads
12871756,2025-04-04 00:00:00,,Paid Ads
13073876,2025-05-22 00:00:00,,Paid Ads
13512521,2025-10-26 00:00:00,crypto,Paid Ads
12855683,2025-03-31 00:00:00,crypto,Paid Ads
12684195,2025-01-22 00:00:00,gss,Referral
13212263,2025-07-02 00:00:00,,Paid Ads
13273795,2025-07-22 00:00:00,crypto,Paid Ads
12860454,2025-04-01 00:00:00,,Organic
12748987,2025-02-16 00:00:00,crypto,Organic
12819113,2025-03-15 00:00:00,,Organic
12894377,2025-04-09 00:00:00,crypto,Paid Ads
12898404,2025-04-09 00:00:00,,Paid Ads
12912889,2025-04-12 00:00:00,,Organic
13357928,2025-08-31 00:00:00,,Organic
13479541,2025-10-17 00:00:00,,Paid Ads
12973177,2025-04-25 00:00:00,,Referral
13073687,2025-05-22 00:00:00,crypto,Organic
12866590,2025-04-03 00:00:00,gold,Organic
12835800,2025-03-22 00:00:00,,Organic
13663602,2025-12-28 00:00:00,,Organic
12739808,2025-02-12 00:00:00,crypto,Paid Ads
13018570,2025-05-07 00:00:00,,Referral
13506562,2025-10-24 00:00:00,,Paid Ads
13508963,2025-10-25 00:00:00,,Organic
12692279,2025-01-26 00:00:00,,Organic
12840375,2025-03-24 00:00:00,,Paid Ads
13626604,2025-12-11 00:00:00,crypto,Organic
12711534,2025-02-02 00:00:00,,Paid Ads
13386792,2025-09-17 00:00:00,,Organic
13459830,2025-10-12 00:00:00,,Organic
12742733,2025-02-13 00:00:00,,Paid Ads
12780236,2025-02-26 00:00:00,,Referral
12672701,2025-01-17 00:00:00,gss,Referral
12880893,2025-04-06 00:00:00,,Paid Ads
13033770,2025-05-11 00:00:00,,Paid Ads
13191277,2025-06-24 00:00:00,,Referral
12815949,2025-03-13 00:00:00,gold,Organic
13190846,2025-06-24 00:00:00,,Organic
12674324,2025-01-17 00:00:00,crypto,Organic
12727100,2025-02-07 00:00:00,,Organic
12825322,2025-03-18 00:00:00,,Paid Ads
13424122,2025-10-03 00:00:00,crypto,Organic
12715269,2025-02-03 00:00:00,,Organic
13557822,2025-11-10 00:00:00,crypto,Paid Ads
13205544,2025-06-30 00:00:00,gss,Paid Ads
12649078,2025-01-04 00:00:00,crypto,Paid Ads
13265919,2025-07-20 00:00:00,,Paid Ads
13462450,2025-10-13 00:00:00,,Paid Ads
13397814,2025-09-23 00:00:00,,Referral
12872749,2025-04-04 00:00:00,crypto,Paid Ads
13372094,2025-09-09 00:00:00,,Organic
13566119,2025-11-14 00:00:00,,Paid Ads
13021554,2025-05-08 00:00:00,,Referral
12871686,2025-04-04 00:00:00,,Referral
13603031,2025-11-30 00:00:00,crypto,Organic
13372839,2025-09-10 00:00:00,gold,Organic
13238293,2025-07-13 00:00:00,,Paid Ads
12851320,2025-03-29 00:00:00,,Organic
13149742,2025-06-10 00:00:00,,Paid Ads
13089245,2025-05-25 00:00:00,,Paid Ads
13226833,2025-07-09 00:00:00,,Paid Ads
12700251,2025-01-30 00:00:00,,Paid Ads
12709129,2025-02-01 00:00:00,,Organic
13351993,2025-08-27 00:00:00,crypto,Organic
13169168,2025-06-17 00:00:00,,Paid Ads
12643413,2025-01-02 00:00:00,,Paid Ads
12657966,2025-01-09 00:00:00,,Paid Ads
13267745,2025-07-20 00:00:00,crypto,Organic
12869756,2025-04-03 00:00:00,crypto,Paid Ads
13141159,2025-06-08 00:00:00,,Paid Ads
12937285,2025-04-18 00:00:00,crypto,Organic
13031540,2025-05-11 00:00:00,,Paid Ads
12830252,2025-03-20 00:00:00,,Organic
13101361,2025-05-28 00:00:00,,Organic
13275567,2025-07-23 00:00:00,,Organic
13584002,2025-11-21 00:00:00,,Paid Ads
13393934,2025-09-21 00:00:00,,Referral
13121563,2025-06-03 00:00:00,crypto,Paid Ads
13627279,2025-12-12 00:00:00,gold,Organic
13089850,2025-05-26 00:00:00,,Organic
13307296,2025-08-03 00:00:00,,Paid Ads
13004812,2025-05-03 00:00:00,,Paid Ads
13041189,2025-05-13 00:00:00,,Referral
13291841,2025-07-28 00:00:00,gss,Organic
12722023,2025-02-05 00:00:00,,Organic
13603414,2025-11-30 00:00:00,,Paid Ads
12782134,2025-02-27 00:00:00,,Organic
13399362,2025-09-23 00:00:00,crypto,Paid Ads
13388470,2025-09-18 00:00:00,crypto,Organic
12961651,2025-04-23 00:00:00,,Organic
12881276,2025-04-06 00:00:00,,Organic
13245044,2025-07-14 00:00:00,gss,Organic
13629001,2025-12-12 00:00:00,,Paid Ads
13586516,2025-11-22 00:00:00,,Paid Ads
12792986,2025-03-03 00:00:00,crypto,Paid Ads
13209359,2025-07-01 00:00:00,,Paid Ads
12813745,2025-03-12 00:00:00,,Organic
13385966,2025-09-17 00:00:00,gss,Paid Ads
13385395,2025-09-16 00:00:00,,Organic
12695973,2025-01-28 00:00:00,,Organic
13396845,2025-09-22 00:00:00,,Organic
13460481,2025-10-12 00:00:00,,Paid Ads
13289222,2025-07-27 00:00:00,,Organic
13615961,2025-12-06 00:00:00,,Organic
13131825,2025-06-06 00:00:00,,Paid Ads
12674854,2025-01-18 00:00:00,crypto,Paid Ads
12985594,2025-04-28 00:00:00,crypto,Paid Ads
13563459,2025-11-12 00:00:00,,Paid Ads
13442151,2025-10-08 00:00:00,crypto,Paid Ads
12941124,2025-04-18 00:00:00,,Organic
13234949,2025-07-11 00:00:00,,Paid Ads
12973681,2025-04-25 00:00:00,crypto,Paid Ads
13132950,2025-06-06 00:00:00,,Paid Ads
13049052,2025-05-14 00:00:00,crypto,Paid Ads
13145534,2025-06-09 00:00:00,crypto,Referral
12711417,2025-02-02 00:00:00,,Organic
13183289,2025-06-21 00:00:00,crypto,Organic
13041909,2025-05-13 00:00:00,crypto,Referral
13207671,2025-07-01 00:00:00,,Organic
13640772,2025-12-18 00:00:00,,Organic
12840673,2025-03-25 00:00:00,crypto,Organic
12781486,2025-02-26 00:00:00,,Paid Ads
13550366,2025-11-07 00:00:00,,Paid Ads
13537879,2025-11-03 00:00:00,,Organic
13458860,2025-10-12 00:00:00,,Paid Ads
13146747,2025-06-09 00:00:00,,Organic
13513011,2025-10-26 00:00:00,crypto,Paid Ads
13667993,2025-12-30 00:00:00,,Paid Ads
13143441,2025-06-09 00:00:00,,Paid Ads
13074674,2025-05-22 00:00:00,,Paid Ads
12964185,2025-04-23 00:00:00,,Social Media
13655944,2025-12-25 00:00:00,,Paid Ads
13578562,2025-11-18 00:00:00,,Paid Ads
13507081,2025-10-24 00:00:00,crypto,Referral
13614324,2025-12-05 00:00:00,,Organic
13040522,2025-05-13 00:00:00,,Paid Ads
13087834,2025-05-25 00:00:00,,Paid Ads
12969103,2025-04-24 00:00:00,,Organic
12769424,2025-02-22 00:00:00,,Paid Ads
12759436,2025-02-20 00:00:00,,Organic
12883367,2025-04-06 00:00:00,gss,Referral
13360882,2025-09-02 00:00:00,,Organic
